Pipeline,Loc Desc,Zone,Point
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,MCLEANTX/EPNG (DMCLNPAN) MC LEAN EM | 331985
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,MRNT/EPNG (DMORTDIS) MORTON CITY GA | 330727
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,NGPL/EPNG (DCLIFNGP) CLIFFSIDE NGPL | 314579
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,NGPL/EPNG (DCLIFNGP) Cliffside NGPL | 314579
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,NGPL/EPNG (INGPLMOR) Moore County I | 314350
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,NGPL/EPNG (INGPLW#7) Washita Co Del | 300081
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,NNG/EPNG (INN30PLA) EPNG to NN Plai | 314430
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,NNG/EPNG (INNDUMAS) Dumas Plt | 305421
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Oasis/EPNG (Ioasiswa) Oasis Waha Pe | 301701
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Oktex/Epng (Dwgi At2) Anthony Tx El | 320491
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OKTEX/EPNG (DWGI EP1) CANUTILLO TEX | 330796
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ONEOKWES/EPNG (DWSTRKEY) MLT WINKLE | 341188
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ONEOKWES/EPNG (DWSTRMID) MLT GLASSC | 341160
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ONEOKWES/EPNG (IFRANKLN) FRANKLIN D | 303836
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ONEOKWES/EPNG (IW40-043) Felmac Yoa | 301952
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ONEOKWES/EPNG (IW41-039) Umbarger | 341039
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ONEOKWES/EPNG (IW41-056) Amherst | 341056
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,ONEOKWES/EPNG (IWESTARW) Westar Wah | 302075
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY USA/EPNG (IARCOPUC) Puckett Pla | 301321
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DAMOCDIS) WASSON PLT SCH | 314109
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DAMSLAFL) EMERG DEL TO PO | 303930
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DARCODIS) WILLIARD PLT FU | 341987
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DBENRNCH) BENNETT RANCH D | 334871
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DLEVEMER) LEVELLAND EMER | 326482
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DPRINTIC) AMOCO PRENTICE | 314475
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DSHELSJX) WASSON FUEL DEL | 314416
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DSODALKE) SODA LAKE DEL | 800925
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,OXY/EPNG (DTERFUEL) SWEPI TERRELL E | 315319
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Php/Epng Waha Delivery (Dphpwaha) R | 54316
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,PLAINPRK | PLAINPRK
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,PLAINS/EPNG (IEQUILON) EQUILON DEL | 314969
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Plnstran | 1298285
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Salt CRK/EPNG (DSaltCrk) Salt Creek | 49652
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Seg Iv/Epng (Dbigcany) Big Canyon D | 50796
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Seg Iv/Epng (Dpanhanf)Panhandle Fue | 50795
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Seg V/Epng (Iutdolhd) Dollarhide Wi | 301938
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Sps/Epng (Dnichols) Nichols Deliver | 50797
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,SPS/EPNG (DPLTXDIS) PLANT X | 330090
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Stake GU/EPNG (Dallredd)Allred Deli | 49865
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Stake GU/EPNG (Dstkhldr)Stakeholder | 50018
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,STRLNATR/EPNG (DRAM MID) STERLING | 320431
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TARAPL/EPNG (DCCTSHLL) CACTUS HILL | 800920
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TARGA/EPNG (DGPMWATR) WATER STATION | 377116
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TARGAWTX/EPNG (DGIDDING) GIDDING DE | 48860
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TARGAWTX/EPNG (DTARGSIX) TARGA T6 D | 56137
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TARGAWTX/EPNG (IOWNRNCH) Owens Ranc | 301705
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TEXOLA/EPNG (DTXOLPAN) TEXOLA CG BE | 301159
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Tokai/EPNG (DRichpan) Borger Carbon | 341803
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TRNSPEC/EPNG (DPECSTRL) PECOS TRAIL | 49748
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TRNSPEC/EPNG (DPECSTRL) Pecos Trail | 49748
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TXGASSRV/EPNG (DBRUCFDS) Bruce Food | 334869
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TXGASSRV/EPNG (DSUG CRN) CRANE CRAN | 301056
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TXGASSRV/EPNG (DSUG ELP) EL PASO AR | 301057
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TXGASSRV/EPNG (DSUG EPE) DELL CITY | 301060
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TXGASSRV/EPNG (DSUG KWX) STILES ARE | 301062
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TXGASSRV/EPNG (DSUG PAN) BORGER ARE | 301065
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,TXGASSRV/EPNG (DSUG SKY) SKELLY TOW | 320604
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Uwcmc/Epng (Dbutrfdt) Butterfield T | 48794
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,VERSADO/EPNG (DOXY DIS) FUEL TO LEH | 333520
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,VFMONAH/EPNG (DVILFARM) VILLAGE FAR | 334872
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WAHAPRK | WAHAPRK
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,Wahatran | 1298029
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DANGLYFM) ANGELEY FARMS | 327707
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DGGSIDAL) GGSI #1 TO HART | 341892
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DGGSIDIN) CASTRO LAMB CAS | 300880
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DGGSIKEY) WADDELL RANCH | 334792
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DSNYDER) SNYDER GOLDSMITH | 334822
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,"WTG/EPNG (DWTG DIN) Dumas Dalhart, | 301213"
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG DIS) YOAKUM 3 YOAKUM | 301215
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG ELP) MLT CULBERSON | 331738
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG FAR) WTG FARWELL PAR | 301218
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG GLD) FLOWERS | 320499
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG JAL) ANCELL GAINES | 301220
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG KWX) KERMIT WINKLER | 331543
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG LLN) LLANO SALES STA | 330336
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG SJX) WEST END 31-476 | 320474
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (DWTG311L) J L HINSON (BRI | 951064
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (Dwtggard) MLT Garnett Gai | 344246
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (IWTG DAL) West Texas Gas | 303668
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (IWTGAMER) AMERICAN DEL | 314961
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTG/EPNG (WTGREEVS) WTG REEVES CO | 314889
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTGGAS/EPNG (DWTGBUCK) BUCKHORN DEL | 801265
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTGJAMES/EPNG (DSUN MID) SUN D & H | 341995
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTGSPM/EPNG (DNUSUPCO) Nustar Upton | 314999
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTGSPM/EPNG (DWILSDEL) Wilshire Tot | 301908
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,WTGSPM/EPNG (DWILSDL1) Nustar Del U | 314943
"El Paso Natural Gas Company, L.L.C.",Delivery,TX,XTO ENER/EPNG (DCORNELL) EXXON CORN | 315391
"El Paso Natural Gas Company, L.L.C.",Delivery,WL,CenaGas/EPNG (IMexWil) Willmex Coch | 398669
"El Paso Natural Gas Company, L.L.C.",Delivery,WL,GASDEAGU/EPNG (ICFEAGUA) EL FRESNAL | 398666
"El Paso Natural Gas Company, L.L.C.",Delivery,WL,MXCANCOB/EPNG (IDOUGLAS) MEX COBRE/ | 314946
"Elba Express Company, L.L.C.",Receipt,Zn 1,Eec/Sng Cypress Effingham | 606360
"Elba Express Company, L.L.C.",Receipt,Zn 1,Eec/Sng Pt Wentworth Chatham | 938850
"Elba Express Company, L.L.C.",Receipt,Zn 1,EEC/SNG Wrens SNG To EEC Jefferson | 606380
"Elba Express Company, L.L.C.",Receipt,Zn 1,SLNG/EEC Chatham | 938000
"Elba Express Company, L.L.C.",Receipt,Zn 1,Trnsco/EEC Z4 Hart | 938510
"Elba Express Company, L.L.C.",Receipt,Zn 1,Trnsco/EEC Z5 Anderson | 938610
"Elba Express Company, L.L.C.",Delivery,Zn 1,Cargas/Eec Port Wentworth Chatham | 938800
"Elba Express Company, L.L.C.",Delivery,Zn 1,Eec/Sng Blending Chatham | 938860
"Elba Express Company, L.L.C.",Delivery,Zn 1,EEC/SNG Cypress Effingham | 606360
"Elba Express Company, L.L.C.",Delivery,Zn 1,Eec/Sng Pt Wentworth Chatham | 938850
"Elba Express Company, L.L.C.",Delivery,Zn 1,EEC/SNG Wrens EEC To SNG Jefferson | 606370
"Elba Express Company, L.L.C.",Delivery,Zn 1,Elc/Eec Eec To Elc Chatham | 660700
"Elba Express Company, L.L.C.",Delivery,Zn 1,Oglethrp/Eec Plant Effingham | 938300
"Elba Express Company, L.L.C.",Delivery,Zn 1,SLNG/EEC Chatham | 938000
"Elba Express Company, L.L.C.",Delivery,Zn 1,So Co/EEC Plant Mcintosh Effingham | 938200
"Elba Express Company, L.L.C.",Delivery,Zn 1,Trnsco/EEC Z4 Hart | 938510
"Elba Express Company, L.L.C.",Delivery,Zn 1,Trnsco/EEC Z5 Anderson | 938610
"Empire Pipeline, Inc.",Receipt,Entire System,"Byjl - Bme Yellow Jacket, Llc(To Emp) | EPR250151"
"Empire Pipeline, Inc.",Receipt,Entire System,BYJL - Byron from Plant | BYRONFROM
"Empire Pipeline, Inc.",Receipt,Entire System,Design Top Gas Capacity | STGTOTTOPGAS
"Empire Pipeline, Inc.",Receipt,Entire System,DTI - Lysander* | 12006100
"Empire Pipeline, Inc.",Receipt,Entire System,EMPIRE - Imbalance Point | IMBALANCE
"Empire Pipeline, Inc.",Receipt,Entire System,Excess Injection | STORINJ
"Empire Pipeline, Inc.",Receipt,Entire System,Excess Withdrawal | STORWTH
"Empire Pipeline, Inc.",Receipt,Entire System,MPCL - Corning | 22008810
"Empire Pipeline, Inc.",Receipt,Entire System,"NFGMIDCOV - NFG Midstream Covington, LLC | EPRU91111"
"Empire Pipeline, Inc.",Receipt,Entire System,NFGSC - Tuscarora* | 22009010
"Empire Pipeline, Inc.",Receipt,Entire System,TCPL - Chippawa | 12000010
"Empire Pipeline, Inc.",Receipt,Entire System,"Teui - Repsol Oil & Gas Usa, Llc | EPRU91101"
"Empire Pipeline, Inc.",Receipt,Entire System,TGP - Hopewell | 1252306
"Empire Pipeline, Inc.",Receipt,Entire System,TGP - Hopewell | 412856
"Empire Pipeline, Inc.",Receipt,Entire System,Top Gas Inventory | STGTOPGASINV
"Empire Pipeline, Inc.",Receipt,Entire System,Unfilled Design Top Gas Cap. | STGTOPGASCAP
"Empire Pipeline, Inc.",Delivery,Entire System,Byron TO Plant | BYRONTO
"Empire Pipeline, Inc.",Delivery,Entire System,Dti - Lysander* | 12006100
"Empire Pipeline, Inc.",Delivery,Entire System,EMPIRE - Imbalance Point | IMBALANCE
"Empire Pipeline, Inc.",Delivery,Entire System,GPL - Milo | 22008610
"Empire Pipeline, Inc.",Delivery,Entire System,MPCL - Corning | 22008810
"Empire Pipeline, Inc.",Delivery,Entire System,NFGSC - Grand Island | 12003010
"Empire Pipeline, Inc.",Delivery,Entire System,NFGSC - Pendleton | 12003020
"Empire Pipeline, Inc.",Delivery,Entire System,NFGSC - Tuscarora* | 22009010
"Empire Pipeline, Inc.",Delivery,Entire System,NFGSC - Wheatfield* | 12003015
"Empire Pipeline, Inc.",Delivery,Entire System,NG - Phoenix Line 39 - Ni Mo* | 12002020
"Empire Pipeline, Inc.",Delivery,Entire System,NG - Phoenix Line 63 - Sithe* | 12002010
"Empire Pipeline, Inc.",Delivery,Entire System,NYSEG - Arcadia* | 12004020
"Empire Pipeline, Inc.",Delivery,Entire System,NYSEG - Royalton* | 12004010
"Empire Pipeline, Inc.",Delivery,Entire System,RG&EC - Mendon | 12001010
"Empire Pipeline, Inc.",Delivery,Entire System,TCPL - Chippawa | 12000010
"Empire Pipeline, Inc.",Delivery,Entire System,TGP - Hopewell | 1252306
"Empire Pipeline, Inc.",Delivery,Entire System,TGP - Hopewell | 412856
"Empire Pipeline, Inc.",Delivery,Entire System,USGC - Oakfield | 12005010
"Enable Gas Transmission, LLC",Receipt,C,Acadian Red River CP | 15007
"Enable Gas Transmission, LLC",Receipt,C,ANR CP Rec | 13791
"Enable Gas Transmission, LLC",Receipt,C,Arcadia CP IC Rec | 822090
"Enable Gas Transmission, LLC",Receipt,C,Bistineau Whiskey Bay | 822080
"Enable Gas Transmission, LLC",Receipt,C,Cadeville Cp Rec | 810066
"Enable Gas Transmission, LLC",Receipt,C,CGT CP Rec | 220030
"Enable Gas Transmission, LLC",Receipt,C,CHK/Lamid-Mansfield | 822050
"Enable Gas Transmission, LLC",Receipt,C,Clear Lake Cp Ic | 822062
"Enable Gas Transmission, LLC",Receipt,C,Eastrans DCP Carthge_CP | 220015
"Enable Gas Transmission, LLC",Receipt,C,Emp Dasto Line Cp-3 | 220091
"Enable Gas Transmission, LLC",Receipt,C,EMP Waskom Plant St-21 | 220040
"Enable Gas Transmission, LLC",Receipt,C,Enterprise @ CP | 220060
"Enable Gas Transmission, LLC",Receipt,C,Enterprise Bulldog | 822320
"Enable Gas Transmission, LLC",Receipt,C,ETC/HPL To CP | 822000
"Enable Gas Transmission, LLC",Receipt,C,Gemini Panola | 291010
"Enable Gas Transmission, LLC",Receipt,C,GSPL Header Rec | 822011
"Enable Gas Transmission, LLC",Receipt,C,Kinderhawk - Line CP IC | 220325
"Enable Gas Transmission, LLC",Receipt,C,KN-MEP Header Rec | 2201
"Enable Gas Transmission, LLC",Receipt,C,LINE CP POOLING AREA | 20000
"Enable Gas Transmission, LLC",Receipt,C,Magnolia Cp Ic | 822064
"Enable Gas Transmission, LLC",Receipt,C,Magnolia Gas - Keatchie | 822040
"Enable Gas Transmission, LLC",Receipt,C,Markwest East TX C | 859044
"Enable Gas Transmission, LLC",Receipt,C,Markwest East TX CP | 220050
"Enable Gas Transmission, LLC",Receipt,C,Marlin Midstream | 220025
"Enable Gas Transmission, LLC",Receipt,C,Midcoast Dd To Cp | 220020
"Enable Gas Transmission, LLC",Receipt,C,Petrohawk Line CP | 859043
"Enable Gas Transmission, LLC",Receipt,C,PVG Storage Header Rec | 822033
"Enable Gas Transmission, LLC",Receipt,C,PVR To CP-3 | 220017
"Enable Gas Transmission, LLC",Receipt,C,Regency @ Logansport | 822072
"Enable Gas Transmission, LLC",Receipt,C,Rockcliff D CRP CP | 29018
"Enable Gas Transmission, LLC",Receipt,C,Rockcliff Z CRP CP | 290706
"Enable Gas Transmission, LLC",Receipt,C,SESH 42 Header Rec | 898402
"Enable Gas Transmission, LLC",Receipt,C,SESH/Sonat Header Rec | 898500
"Enable Gas Transmission, LLC",Receipt,C,Sligo CP Lateral | 14101
"Enable Gas Transmission, LLC",Receipt,C,State Line Gath/Momentu | 822070
"Enable Gas Transmission, LLC",Receipt,C,TETCO @ Long Lake | 220055
"Enable Gas Transmission, LLC",Receipt,C,TGC CP Rec | 13792
"Enable Gas Transmission, LLC",Receipt,C,TGG @ Desoto | 220090
"Enable Gas Transmission, LLC",Receipt,C,TGT CP Rec | 13776
"Enable Gas Transmission, LLC",Receipt,E,Ada East C.T.P. | 803863
"Enable Gas Transmission, LLC",Receipt,E,Airport Field | 805619
"Enable Gas Transmission, LLC",Receipt,E,Bama #1-6 Cp | 303626
"Enable Gas Transmission, LLC",Receipt,E,Bingham C.T.P. | 804732
"Enable Gas Transmission, LLC",Receipt,E,Blue Mountain IC | 290564
"Enable Gas Transmission, LLC",Receipt,E,Bradley Plant IC | 303076
"Enable Gas Transmission, LLC",Receipt,E,Bradley Plant IC | 303176
"Enable Gas Transmission, LLC",Receipt,E,Bradley Plant IC | 808775
"Enable Gas Transmission, LLC",Receipt,E,Cerc OK Da 10 Rec Displ | 290986
"Enable Gas Transmission, LLC",Receipt,E,Cerc OK Da 11 Rec Displ | 290987
"Enable Gas Transmission, LLC",Receipt,E,Cerc OK Da 12 Rec Displ | 290988
"Enable Gas Transmission, LLC",Receipt,E,Chickasha Comp CP Conn | 763007
"Enable Gas Transmission, LLC",Receipt,E,Chickasha Field | 11973
"Enable Gas Transmission, LLC",Receipt,E,Colwick-Mcguffin 1-19 | 10529
"Enable Gas Transmission, LLC",Receipt,E,Deal C.T.P. | 11937
"Enable Gas Transmission, LLC",Receipt,E,Devon Northridge IC_- | 2198
"Enable Gas Transmission, LLC",Receipt,E,Duke @ Grady IC | 7063
"Enable Gas Transmission, LLC",Receipt,E,Duke @ West 2 Sum IC | 12354
"Enable Gas Transmission, LLC",Receipt,E,EGT NGPL Bryan | 290483
"Enable Gas Transmission, LLC",Receipt,E,Egt Ngpl Bryan Receipt | 292054
"Enable Gas Transmission, LLC",Receipt,E,EGT/MEP Bennington | 302020
"Enable Gas Transmission, LLC",Receipt,E,EOIT Hughes Rec Displ | 19606
"Enable Gas Transmission, LLC",Receipt,E,EOIT Line 11 EGT AD-8 | 291708
"Enable Gas Transmission, LLC",Receipt,E,Hickory Hill Gathering | 303046
"Enable Gas Transmission, LLC",Receipt,E,Johnson C.T.P. | 11938
"Enable Gas Transmission, LLC",Receipt,E,Kahle C.T.P. | 11934
"Enable Gas Transmission, LLC",Receipt,E,Lawton Field IC | 803834
"Enable Gas Transmission, LLC",Receipt,E,Lovett C.T.P. | 11932
"Enable Gas Transmission, LLC",Receipt,E,Mileur #2-23 | 10495
"Enable Gas Transmission, LLC",Receipt,E,Mileur C.T.P. | 11935
"Enable Gas Transmission, LLC",Receipt,E,Nimrod #1-36 CP | 11201
"Enable Gas Transmission, LLC",Receipt,E,ONG @ Purcell IC | 804384
"Enable Gas Transmission, LLC",Receipt,E,School Land Summary | 805461
"Enable Gas Transmission, LLC",Receipt,E,Se Apache Field_IC | 804731
"Enable Gas Transmission, LLC",Receipt,E,SW Minco Field IC | 320600
"Enable Gas Transmission, LLC",Receipt,E,Tabler Field Ic | 302012
"Enable Gas Transmission, LLC",Receipt,E,Thornton C.T.P. | 11922
"Enable Gas Transmission, LLC",Receipt,E,Valiant Receipt | 290590
"Enable Gas Transmission, LLC",Receipt,E,Vaughn A #1-3 | 303021
"Enable Gas Transmission, LLC",Receipt,E,West 2 Pooling Area | 13899
"Enable Gas Transmission, LLC",Receipt,E,West Marlow Field IC | 769600
"Enable Gas Transmission, LLC",Receipt,E,Wex IC | 303077
"Enable Gas Transmission, LLC",Receipt,E,Yale CP | 303049
"Enable Gas Transmission, LLC",Receipt,F,AOG @ Red Oak Rec | 808485
"Enable Gas Transmission, LLC",Receipt,F,BP F&H IC | 886975
"Enable Gas Transmission, LLC",Receipt,F,Bta CP | 7427
"Enable Gas Transmission, LLC",Receipt,F,Butzer CP | 130310
"Enable Gas Transmission, LLC",Receipt,F,Canadian Ctp | 811006
"Enable Gas Transmission, LLC",Receipt,F,Commisioner #1-14 CP | 130046
"Enable Gas Transmission, LLC",Receipt,F,Enerfin | 303308
"Enable Gas Transmission, LLC",Receipt,F,EOIT L760 to Line AD Re | 290575
"Enable Gas Transmission, LLC",Receipt,F,EOIT Line AC (Receipt) | 302019
"Enable Gas Transmission, LLC",Receipt,F,EOIT Neutral IC | 12261
"Enable Gas Transmission, LLC",Receipt,F,EOIT Stuart Rec Summ | 12928
"Enable Gas Transmission, LLC",Receipt,F,Haileyville Gath CP #1 | 13018
"Enable Gas Transmission, LLC",Receipt,F,Harris #I-2 | 265219
"Enable Gas Transmission, LLC",Receipt,F,Hiland @ Limestone | 803786
"Enable Gas Transmission, LLC",Receipt,F,Janeway CP | 11225
"Enable Gas Transmission, LLC",Receipt,F,Johnson #8-1 | 350108
"Enable Gas Transmission, LLC",Receipt,F,Lawrence #1-14 | 7165
"Enable Gas Transmission, LLC",Receipt,F,Lawrence #1-14 | 94241
"Enable Gas Transmission, LLC",Receipt,F,Ligon CP | 303006
"Enable Gas Transmission, LLC",Receipt,F,Limestone South Comp | 350016
"Enable Gas Transmission, LLC",Receipt,F,Lively Cp | 13420
"Enable Gas Transmission, LLC",Receipt,F,Markwest Gathering Sys | 810004
"Enable Gas Transmission, LLC",Receipt,F,Mcalester Area IC | 781697
"Enable Gas Transmission, LLC",Receipt,F,Mmgk Red Oak Ic | 803784
"Enable Gas Transmission, LLC",Receipt,F,Mustang C.T.P. | 11744
"Enable Gas Transmission, LLC",Receipt,F,Nation #5-1 CP | 350109
"Enable Gas Transmission, LLC",Receipt,F,NEUTRAL POOLING AREA | 13896
"Enable Gas Transmission, LLC",Receipt,F,O-West Summary | 805298
"Enable Gas Transmission, LLC",Receipt,F,Oneok @ Red Oak-Latimer | 2060
"Enable Gas Transmission, LLC",Receipt,F,Ponderosa at Chand Disp | 291102
"Enable Gas Transmission, LLC",Receipt,F,Ponderosa at Chand Yd | 290977
"Enable Gas Transmission, LLC",Receipt,F,Puckett #1 | 130041
"Enable Gas Transmission, LLC",Receipt,F,PVR Choctaw CP | 803781
"Enable Gas Transmission, LLC",Receipt,F,PVR Panola CP | 803785
"Enable Gas Transmission, LLC",Receipt,F,Red Oak #1 C.T.P. | 11741
"Enable Gas Transmission, LLC",Receipt,F,Red Oak #1 Field IC | 133600
"Enable Gas Transmission, LLC",Receipt,F,Red Oak #2 Field IC | 134600
"Enable Gas Transmission, LLC",Receipt,F,Reeves CTP | 350011
"Enable Gas Transmission, LLC",Receipt,F,"Scissortail Energy, LLC | 12355"
"Enable Gas Transmission, LLC",Receipt,F,Stuart CDP | 303153
"Enable Gas Transmission, LLC",Receipt,F,Transok @ Red Oak | 2039
"Enable Gas Transmission, LLC",Receipt,F,Vanguard @ AC Potato HI | 12948
"Enable Gas Transmission, LLC",Receipt,F,Vanguard Potato Disp | 291059
"Enable Gas Transmission, LLC",Receipt,F,Vesta Blue Mt Gath Sys | 7349
"Enable Gas Transmission, LLC",Receipt,F,Williford C.T.P. | 11743
"Enable Gas Transmission, LLC",Receipt,N,AEC #1/Ozark CTP | 11734
"Enable Gas Transmission, LLC",Receipt,N,AEC #2/Ozark CTP | 11735
"Enable Gas Transmission, LLC",Receipt,N,AEC #4 CTP | 303474
"Enable Gas Transmission, LLC",Receipt,N,Aetna Field CTP | 12030
"Enable Gas Transmission, LLC",Receipt,N,Anthony CTP | 805493
"Enable Gas Transmission, LLC",Receipt,N,AOG @ Chismville | 805304
"Enable Gas Transmission, LLC",Receipt,N,AOG @ Witcherville Rec | 13196
"Enable Gas Transmission, LLC",Receipt,N,AOG@Roland/Moffett | 13211
"Enable Gas Transmission, LLC",Receipt,N,ARK ELEC AUGUSTA PWR PL | 13442
"Enable Gas Transmission, LLC",Receipt,N,Armbruster #3-5 | 438200
"Enable Gas Transmission, LLC",Receipt,N,Atha #1-21 | 96465
"Enable Gas Transmission, LLC",Receipt,N,Bailey # 1-22 Cp | 170013
"Enable Gas Transmission, LLC",Receipt,N,Basham #2-34 Cp | 7490
"Enable Gas Transmission, LLC",Receipt,N,Beverly Crofford 1-14H | 170227
"Enable Gas Transmission, LLC",Receipt,N,Blackburn #3-16 Cp | 10335
"Enable Gas Transmission, LLC",Receipt,N,Blackburn #5-16 Cp | 10730
"Enable Gas Transmission, LLC",Receipt,N,Blackwell Field Ic | 188601
"Enable Gas Transmission, LLC",Receipt,N,Blue Mountian Cp | 46020
"Enable Gas Transmission, LLC",Receipt,N,Bonanza Ctp | 12032
"Enable Gas Transmission, LLC",Receipt,N,Brock #2-13 | 12205
"Enable Gas Transmission, LLC",Receipt,N,Bryant Farms | 438140
"Enable Gas Transmission, LLC",Receipt,N,Byrum 2-22 | 170062
"Enable Gas Transmission, LLC",Receipt,N,Cameron Vip | 800001
"Enable Gas Transmission, LLC",Receipt,N,Caulksville CTP | 11960
"Enable Gas Transmission, LLC",Receipt,N,CDX IC | 130053
"Enable Gas Transmission, LLC",Receipt,N,Cecil Field IC | 11961
"Enable Gas Transmission, LLC",Receipt,N,Cedars CP | 443001
"Enable Gas Transmission, LLC",Receipt,N,CEFS-Letona CDP | 14680
"Enable Gas Transmission, LLC",Receipt,N,Cerc AR Da 4 Rec Displ | 290981
"Enable Gas Transmission, LLC",Receipt,N,Cerc AR Da 6 Rec Displ | 290982
"Enable Gas Transmission, LLC",Receipt,N,Cerc AR Da 7 Rec Displ | 290983
"Enable Gas Transmission, LLC",Receipt,N,Cerc AR Da 8 Rec Displ | 290984
"Enable Gas Transmission, LLC",Receipt,N,Cerc AR Da 9 Rec Displ | 290985
"Enable Gas Transmission, LLC",Receipt,N,Chismville | 805537
