Year,State,Company,"Residential Natural Gas Volume, Bundled (Mcf)","Commercial Natural Gas Volume, Bundled (Mcf)","Industrial Natural Gas Volume, Bundled (Mcf)","Electric Power Natural Gas Volume, Bundled (Mcf)","Vehicle Fuel Natural Gas Volume, Bundled (Mcf)","Other Natural Gas Volume, Bundled (Mcf)","Total End User Natural Gas Volume, Bundled (Mcf)","Residential Natural Gas Volume, Delivery Only (Mcf)","Commercial Natural Gas Volume, Delivery Only (Mcf)","Industrial Natural Gas Volume, Delivery Only (Mcf)","Electric Power Natural Gas Volume, Delivery Only (Mcf)","Vehicle Fuel Natural Gas Volume, Delivery Only (Mcf)","Other Natural Gas Volume, Delivery Only (Mcf)","Total End User Natural Gas Volume, Delivery Only (Mcf)",Residential Natural Gas Volume (Mcf),Commercial Natural Gas Volume (Mcf),Industrial Natural Gas Volume (Mcf),Electric Power Natural Gas Volume (Mcf),Vehicle Fuel Natural Gas Volume (Mcf),Other Natural Gas Volume (Mcf),Total End User Natural Gas Volume (Mcf),"Residential Natural Gas Revenue, Bundled ($000)","Commercial Natural Gas Revenue, Bundled ($000)","Industrial Natural Gas Revenue, Bundled ($000)","Electric Power Natural Gas Revenue, Bundled ($000)","Vehicle Fuel Natural Gas Revenue, Bundled ($000)","Other Natural Gas Revenue, Bundled ($000)","Total End User Natural Gas Revenue, Bundled ($000)","Residential Natural Gas Customers, Bundled (actual)","Commercial Natural Gas Customers, Bundled (actual)","Industrial Natural Gas Customers, Bundled (actual)","Electric Power Natural Gas Customers, Bundled (actual)","Vehicle Fuel Natural Gas Customers, Bundled (actual)","Other Natural Gas Customers, Bundled (actual)","Total End User Natural Gas Customers, Bundled (actual)","Residential Natural Gas Customers, Delivery Only (actual)","Commercial Natural Gas Customers, Delivery Only (actual)","Industrial Natural Gas Customers, Delivery Only (actual)","Electric Power Natural Gas Customer, Delivery Only (actual)","Vehicle Fuel Natural Gas Customers, Delivery Only (actual)","Other Natural Gas Customers, Delivery Only (actual)","Total End User Natural Gas Customer, Delivery Only (actual)",Residential Natural Gas Customers (actual),Commercial Natural Gas Customers (actual),Industrial Natural Gas Customers (actual),Electric Power Natural Gas Customers (actual),Vehicle Fuel Natural Gas Customers (actual),Other Natural Gas Customers (actual),Total End User Natural Gas Customers (actual)
2019,IA,Emmetsburg Municipal Utilities,114835,102230,18345,0,0,0,235410,0,0,0,0,0,0,0,114835,102230,18345,0,0,0,235410,811,622,103,0,0,0,1536,1368,266,3,0,0,0,1637,0,0,0,0,0,0,0,1368,266,3,0,0,0,1637
2018,IA,Emmetsburg Municipal Utilities,115293,94464,25712,0,0,0,235469,0,0,0,0,0,0,0,115293,94464,25712,0,0,0,235469,838,613,151,0,0,0,1602,1373,263,5,0,0,0,1641,0,0,0,0,0,0,0,1373,263,5,0,0,0,1641
2017,IA,Emmetsburg Municipal Utilities,98412,95257,16271,0,0,0,209940,0,0,0,0,0,0,0,98412,95257,16271,0,0,0,209940,778,654,97,0,0,0,1529,1372,261,4,0,0,0,1637,0,0,0,0,0,0,0,1372,261,4,0,0,0,1637
2021,MO,Empire District Gas Company,2281265,1209632,45974,0,0,0,3536871,0,922754,3063087,21708,0,0,4007549,2281265,2132386,3109061,21708,0,0,7544420,22891,10044,319,0,0,0,33254,37779,5109,26,0,0,0,42914,0,373,39,1,0,0,413,37779,5482,65,1,0,0,43327
2020,MO,Empire District Gas Company,2325140,1184879,39951,0,0,0,3549970,0,844228,2956233,13315,0,0,3813776,2325140,2029107,2996184,13315,0,0,7363746,20714,8769,236,0,0,0,29719,37951,5104,25,0,0,0,43080,0,379,39,1,0,0,419,37951,5483,64,1,0,0,43499
2019,MO,Empire District Gas Company,2595385,1267981,69270,0,0,0,3932636,0,971079,3142352,60911,0,0,4174342,2595385,2239060,3211622,60911,0,0,8106978,23811,10050,466,0,0,0,34326,37523,5053,24,0,0,0,42600,0,382,39,1,0,0,422,37523,5435,63,1,0,0,43022
2018,MO,Empire District Gas Company,2672425,1268542,60977,0,0,0,4001944,0,962600,3268956,33331,0,0,4264887,2672425,2231142,3329933,33331,0,0,8266831,27879,11641,395,0,0,0,39914,37528,5048,22,0,0,0,42598,0,373,38,1,0,0,412,37528,5421,60,1,0,0,43010
2017,MO,Empire District Gas Company,2092206,1006328,31629,0,0,0,3130163,0,884802,3379374,8112,0,0,4272288,2092206,1891130,3411003,8112,0,0,7402451,22636,9120,224,0,0,0,31980,37628,5021,22,0,0,0,42671,0,385,40,1,0,0,426,37628,5406,62,1,0,0,43097
2021,NY,"Empire Pipeline, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,PA,"Empire Pipeline, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,NY,"Empire Pipeline, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,PA,"Empire Pipeline, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,PA,"Empire Pipeline, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NY,"Empire Pipeline, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,PA,"Empire Pipeline, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,NY,"Empire Pipeline, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,PA,"Empire Pipeline, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,NY,Empire State Pipeline,0,0,0,0,0,0,0,0,0,245528,30643754,0,0,30889282,0,0,245528,30643754,0,0,30889282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,2,0,0,3
2020,NY,Empire State Pipeline,0,0,0,0,0,0,0,0,0,253190,34187838,0,0,34441028,0,0,253190,34187838,0,0,34441028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,2,0,0,3
2019,NY,Empire State Pipeline,0,0,0,0,0,0,0,0,0,241776,37249864,0,0,37491640,0,0,241776,37249864,0,0,37491640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,2,0,0,3
2018,NY,Empire State Pipeline,0,0,0,0,0,0,0,0,0,229667,40204727,0,0,40434394,0,0,229667,40204727,0,0,40434394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,2,0,0,3
2017,NY,Empire State Pipeline,0,0,0,0,0,0,0,0,0,194294,33254694,0,0,33448988,0,0,194294,33254694,0,0,33448988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,2,0,0,3
2021,AR,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,6083885,65054826,51103796,0,0,122242507,0,6083885,65054826,51103796,0,0,122242507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,335,9,0,0,611,0,267,335,9,0,0,611
2021,KS,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,LA,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,2308381,8613601,18759897,0,0,29681879,0,2308381,8613601,18759897,0,0,29681879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,2,0,0,130,0,64,64,2,0,0,130
2021,MO,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,MS,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,OK,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,1702266,5410225,7800091,0,0,14912582,0,1702266,5410225,7800091,0,0,14912582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,3,0,0,65,0,28,34,3,0,0,65
2021,TN,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,TX,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,326744,8788579,7864243,0,0,16979566,0,326744,8788579,7864243,0,0,16979566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,1,0,0,51,0,11,39,1,0,0,51
2020,AR,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,5560868,62326369,55220833,0,0,123108070,0,5560868,62326369,55220833,0,0,123108070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,333,9,0,0,613,0,271,333,9,0,0,613
2020,KS,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,LA,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,2001852,9250859,22076971,0,0,33329682,0,2001852,9250859,22076971,0,0,33329682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,64,2,0,0,129,0,63,64,2,0,0,129
2020,MO,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MS,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,OK,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,1787578,4579948,22856195,0,0,29223721,0,1787578,4579948,22856195,0,0,29223721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,3,0,0,65,0,29,33,3,0,0,65
2020,TN,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,TX,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,339821,8920936,6245344,0,0,15506101,0,339821,8920936,6245344,0,0,15506101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,2,0,0,53,0,11,40,2,0,0,53
2019,AR,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,5654660,62047807,60262889,0,0,127965356,0,5654660,62047807,60262889,0,0,127965356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,336,9,0,0,617,0,272,336,9,0,0,617
2019,KS,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,LA,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,1714247,8685932,16732983,0,0,27133162,0,1714247,8685932,16732983,0,0,27133162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,65,2,0,0,129,0,62,65,2,0,0,129
2019,MO,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,OK,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,2154096,4794919,22246762,0,0,29195777,0,2154096,4794919,22246762,0,0,29195777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,3,0,0,66,0,29,34,3,0,0,66
2019,TX,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,344318,7755960,5715155,0,0,13815433,0,344318,7755960,5715155,0,0,13815433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,2,0,0,53,0,11,40,2,0,0,53
2018,AR,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,5263471,62557547,60109632,0,0,127930650,0,5263471,62557547,60109632,0,0,127930650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,338,9,0,0,615,0,268,338,9,0,0,615
2018,KS,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,LA,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,1581346,8563849,17316086,0,0,27461281,0,1581346,8563849,17316086,0,0,27461281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,67,2,0,0,130,0,61,67,2,0,0,130
2018,MO,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MS,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,OK,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,1791088,4852653,19820980,0,0,26464721,0,1791088,4852653,19820980,0,0,26464721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,2,0,0,65,0,29,34,2,0,0,65
2018,TN,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,TX,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,387206,7096601,5646420,0,0,13130227,0,387206,7096601,5646420,0,0,13130227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,2,0,0,50,0,11,37,2,0,0,50
2017,AR,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,5016450,58922094,43986787,0,0,107925331,0,5016450,58922094,43986787,0,0,107925331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,330,8,0,0,596,0,258,330,8,0,0,596
2017,KS,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,LA,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,1514938,9449555,17802973,0,0,28767466,0,1514938,9449555,17802973,0,0,28767466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,62,2,0,0,122,0,58,62,2,0,0,122
2017,MO,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MS,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,OK,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,1545804,4800169,22376276,0,0,28722249,0,1545804,4800169,22376276,0,0,28722249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,2,0,0,65,0,29,34,2,0,0,65
2017,TN,"Enable Gas Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,"Enable Gas Transmission, LLC",0,0,0,0,0,0,0,0,300417,6305576,4486716,0,0,11092709,0,300417,6305576,4486716,0,0,11092709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,1,0,0,46,0,10,35,1,0,0,46
2021,AR,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,4124835,0,0,0,4124835,0,0,4124835,0,0,0,4124835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4
2021,IL,"Enable Mississippi River Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,LA,"Enable Mississippi River Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,MO,"Enable Mississippi River Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,TX,"Enable Mississippi River Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,AR,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,4573551,0,0,0,4573551,0,0,4573551,0,0,0,4573551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4
2020,IL,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,44747423,315,0,0,44747738,0,0,44747423,315,0,0,44747738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,16,0,0,15,1,0,0,16
2020,LA,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,MO,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,3832181,491666,0,0,4323847,0,0,3832181,491666,0,0,4323847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,9,0,0,8,1,0,0,9
2020,TX,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,AR,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,8690240,0,0,0,8690240,0,0,8690240,0,0,0,8690240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4
2019,IL,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,47328934,0,0,0,47328934,0,0,47328934,0,0,0,47328934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,15,0,0,0,15
2019,LA,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,MO,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,4099568,347317,0,0,4446885,0,0,4099568,347317,0,0,4446885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,9,0,0,8,1,0,0,9
2019,TX,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,AR,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,9390800,0,0,0,9390800,0,0,9390800,0,0,0,9390800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3
2018,IL,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,40101592,0,0,0,40101592,0,0,40101592,0,0,0,40101592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,17,0,0,0,17
2018,LA,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,MO,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,4308948,1040337,0,0,5349285,0,0,4308948,1040337,0,0,5349285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,9,0,0,8,1,0,0,9
2018,TX,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,AR,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,8798694,0,0,0,8798694,0,0,8798694,0,0,0,8798694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3
2017,IL,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,36431784,0,0,0,36431784,0,0,36431784,0,0,0,36431784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,16,0,0,0,16
2017,LA,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,MO,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,4084851,500264,0,0,4585115,0,0,4084851,500264,0,0,4585115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,9,0,0,8,1,0,0,9
2017,TX,"Enable Mississippi River Transmission, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,OK,"Enable Oklahoma Intrastate Transmission, LLC",0,0,0,0,0,0,0,0,0,4487974,182204255,0,0,186692229,0,0,4487974,182204255,0,0,186692229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,21,0,0,10,11,0,0,21
2021,TX,"Enable Oklahoma Intrastate Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,OK,"Enable Oklahoma Intrastate Transmission, LLC",0,0,0,0,0,0,0,0,0,4624188,249623489,0,0,254247677,0,0,4624188,249623489,0,0,254247677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,21,0,0,10,11,0,0,21
2020,TX,"Enable Oklahoma Intrastate Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,OK,"Enable Oklahoma Intrastate Transmission, LLC",0,0,0,0,0,0,0,0,0,5330279,228866387,0,0,234196666,0,0,5330279,228866387,0,0,234196666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,23,0,0,11,12,0,0,23
2018,OK,"Enable Oklahoma Intrastate Transmission, LLC",0,0,0,0,0,0,0,0,0,5418159,185486208,0,0,190904367,0,0,5418159,185486208,0,0,190904367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,20,0,0,11,9,0,0,20
2018,TX,"Enable Oklahoma Intrastate Transmission, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
