Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,Commodity,0.01980,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,Reservation,12.77330,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01910,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,12.19710,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02310,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-16,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,15.82120,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Anadtran | 1298019,AZ,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,ARCCRKSP | ARCCRKSP,CO,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,ISTORAGE | ISTORAGE,MX,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,DSAMCFE | DSAMCFE,NM,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,0.45000,%         ,Zone Surcharge,Anadarko Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Anadarko | 216749,AZ,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,91Renew/EPNG (Itresrio) Tres Rios R | 48861,CA,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,BLYTHENR/EPNG (IBLYTHE) Blythe Ener | 314980,CO,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
