Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"North Baja Pipeline, LLC",07/01/2018,ITS LAT-1,Blythe | 743615,NaN,APS Yucca | 953796,NaN,ACA,0.00130,$/Dth,System,Entire System
"North Baja Pipeline, LLC",07/01/2018,ITS LAT-1,Blythe | 743615,NaN,APS Yucca | 953796,NaN,Commodity,0.09855,$/Dth     ,System,Entire System
"North Baja Pipeline, LLC",07/01/2018,ITS-1,Blythe | 743615,NaN,APS Yucca | 953796,NaN,ACA,0.00130,$/Dth,System,Entire System
"North Baja Pipeline, LLC",07/01/2018,ITS-1,Blythe | 743615,NaN,APS Yucca | 953796,NaN,Commodity,0.13211,$/Dth     ,System,Entire System
"North Baja Pipeline, LLC",07/01/2018,ITS-1,Blythe | 743615,NaN,APS Yucca | 953796,NaN,Fuel,0.85000,%         ,System,Entire System
"North Baja Pipeline, LLC",07/01/2018,PAL-1,Blythe | 743615,NaN,APS Yucca | 953796,NaN,ACA,0.00130,$/Dth,System,Entire System
"North Baja Pipeline, LLC",07/01/2018,PAL-1,Blythe | 743615,NaN,APS Yucca | 953796,NaN,Park and Loan,0.13211,$/Dth     ,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,Comp,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,Comp,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,Comp,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,Comp,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,Comp,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,NBPL/NNG Ft Buford | 202,Mid 1,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,NBPL/NNG Ft Buford | 202,Mid 1,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,NBPL/NNG Ft Buford | 202,Mid 1,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,NBPL/NNG Ft Buford | 202,Mid 1,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,NBPL/NNG Ft Buford | 202,Mid 1,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 1 Storage Pooling Point | 251359,MID 10,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 1 Storage Pooling Point | 251359,MID 10,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 1 Storage Pooling Point | 251359,MID 10,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 1 Storage Pooling Point | 251359,MID 10,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 1 Storage Pooling Point | 251359,MID 10,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Dumas Def. Delivery | 289650,MID 11,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Dumas Def. Delivery | 289650,MID 11,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Dumas Def. Delivery | 289650,MID 11,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Dumas Def. Delivery | 289650,MID 11,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Dumas Def. Delivery | 289650,MID 11,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Dumas Def. Delivery | 289650,MID 11,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Beaver Compress Cimarron-Outlet | 78991,MID 12,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Beaver Compress Cimarron-Outlet | 78991,MID 12,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Beaver Compress Cimarron-Outlet | 78991,MID 12,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Beaver Compress Cimarron-Outlet | 78991,MID 12,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Beaver Compress Cimarron-Outlet | 78991,MID 12,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 12 Storage Pooling Point | 251381,MID 13,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 12 Storage Pooling Point | 251381,MID 13,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 12 Storage Pooling Point | 251381,MID 13,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 12 Storage Pooling Point | 251381,MID 13,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 12 Storage Pooling Point | 251381,MID 13,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,ANR Greensburg Def Delivery | 312032,MID 14,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,ANR Greensburg Def Delivery | 312032,MID 14,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,ANR Greensburg Def Delivery | 312032,MID 14,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,ANR Greensburg Def Delivery | 312032,MID 14,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,ANR Greensburg Def Delivery | 312032,MID 14,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 14 Storage Pooling Point | 251386,MID 15,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 14 Storage Pooling Point | 251386,MID 15,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 14 Storage Pooling Point | 251386,MID 15,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 14 Storage Pooling Point | 251386,MID 15,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 14 Storage Pooling Point | 251386,MID 15,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Garden City Def. Delivery | 492776,MID 16 A,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Garden City Def. Delivery | 492776,MID 16 A,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Garden City Def. Delivery | 492776,MID 16 A,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Garden City Def. Delivery | 492776,MID 16 A,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Garden City Def. Delivery | 492776,MID 16 A,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,CIG Garden City Def. Delivery | 492776,MID 16 A,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Barton Co. Cattle Feeders | 62554,MID 16 B,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Barton Co. Cattle Feeders | 62554,MID 16 B,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Barton Co. Cattle Feeders | 62554,MID 16 B,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Barton Co. Cattle Feeders | 62554,MID 16 B,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Barton Co. Cattle Feeders | 62554,MID 16 B,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Demarc Def. - Delivery | 179796,MID 17,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Demarc Def. - Delivery | 179796,MID 17,Electric Power Costs,0.00200,$/Dth     ,Zone Surcharge,MID 17 (Market Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Demarc Def. - Delivery | 179796,MID 17,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Demarc Def. - Delivery | 179796,MID 17,Fuel,0.69000,%         ,Zone Surcharge,MID 17 (Market Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Demarc Def. - Delivery | 179796,MID 17,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Demarc Def. - Delivery | 179796,MID 17,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Demarc Def. - Delivery | 179796,MID 17,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,MID 2,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,MID 2,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,MID 2,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,MID 2,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,MID 2,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,A. & M. Prestress Inc. | 59387,MID 2,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Agua Blanca Pecos Co | 79398,MID 4,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Agua Blanca Pecos Co | 79398,MID 4,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Agua Blanca Pecos Co | 79398,MID 4,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Agua Blanca Pecos Co | 79398,MID 4,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Agua Blanca Pecos Co | 79398,MID 4,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Agua Blanca Pecos Co | 79398,MID 4,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,El Paso/NNG Keystone | 169,MID 5,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,El Paso/NNG Keystone | 169,MID 5,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,El Paso/NNG Keystone | 169,MID 5,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,El Paso/NNG Keystone | 169,MID 5,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,El Paso/NNG Keystone | 169,MID 5,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,El Paso/NNG Keystone | 169,MID 5,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,DCP Eunice Golf Course Fuel | 62147,MID 6,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,DCP Eunice Golf Course Fuel | 62147,MID 6,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,DCP Eunice Golf Course Fuel | 62147,MID 6,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,DCP Eunice Golf Course Fuel | 62147,MID 6,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,DCP Eunice Golf Course Fuel | 62147,MID 6,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,DCP Eunice Golf Course Fuel | 62147,MID 6,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Atmos Energy East System | 56234,MID 7,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Atmos Energy East System | 56234,MID 7,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Atmos Energy East System | 56234,MID 7,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Atmos Energy East System | 56234,MID 7,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Atmos Energy East System | 56234,MID 7,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Atmos Energy East System | 56234,MID 7,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Antelope Station-Hale Co Def Del | 79049,MID 7B,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Antelope Station-Hale Co Def Del | 79049,MID 7B,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Antelope Station-Hale Co Def Del | 79049,MID 7B,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Antelope Station-Hale Co Def Del | 79049,MID 7B,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Antelope Station-Hale Co Def Del | 79049,MID 7B,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Antelope Station-Hale Co Def Del | 79049,MID 7B,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 7B Segmentation Point | 392173,MID 8,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 7B Segmentation Point | 392173,MID 8,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 7B Segmentation Point | 392173,MID 8,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 7B Segmentation Point | 392173,MID 8,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 7B Segmentation Point | 392173,MID 8,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Mid 7B Segmentation Point | 392173,MID 8,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Cabot/NNG Bryan Carson | 56111,MID 9,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Cabot/NNG Bryan Carson | 56111,MID 9,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Cabot/NNG Bryan Carson | 56111,MID 9,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Cabot/NNG Bryan Carson | 56111,MID 9,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,Comp,Cabot/NNG Bryan Carson | 56111,MID 9,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
