Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Cabot/NNG Bryan Carson | 56111,MID 9,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Arkla Redmoon Def. Delivery | 289648,Other,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Arkla Redmoon Def. Delivery | 289648,Other,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Arkla Redmoon Def. Delivery | 289648,Other,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Arkla Redmoon Def. Delivery | 289648,Other,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Arkla Redmoon Def. Delivery | 289648,Other,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Arkla Redmoon Def. Delivery | 289648,Other,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Brazos A-47/SS | 18023,Tivoli,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Brazos A-47/SS | 18023,Tivoli,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Brazos A-47/SS | 18023,Tivoli,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Brazos A-47/SS | 18023,Tivoli,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Brazos A-47/SS | 18023,Tivoli,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Brazos A-47/SS | 18023,Tivoli,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Mops-Refugio FGT | 611,Tivoli Dwn,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Mops-Refugio FGT | 611,Tivoli Dwn,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Mops-Refugio FGT | 611,Tivoli Dwn,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Mops-Refugio FGT | 611,Tivoli Dwn,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Mops-Refugio FGT | 611,Tivoli Dwn,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,AEP Lost River Clark Co. | 78939,MID 14,Mops-Refugio FGT | 611,Tivoli Dwn,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,MOPS/Koch Gateway Mcfaddin Del. | 179799,Comp,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,MOPS/Koch Gateway Mcfaddin Del. | 179799,Comp,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,MOPS/Koch Gateway Mcfaddin Del. | 179799,Comp,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,MOPS/Koch Gateway Mcfaddin Del. | 179799,Comp,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,MOPS/Koch Gateway Mcfaddin Del. | 179799,Comp,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,MOPS/Koch Gateway Mcfaddin Del. | 179799,Comp,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,NBPL/NNG Ft Buford | 202,Mid 1,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,NBPL/NNG Ft Buford | 202,Mid 1,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,NBPL/NNG Ft Buford | 202,Mid 1,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,NBPL/NNG Ft Buford | 202,Mid 1,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,NBPL/NNG Ft Buford | 202,Mid 1,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,NBPL/NNG Ft Buford | 202,Mid 1,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 1 Storage Pooling Point | 251359,MID 10,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 1 Storage Pooling Point | 251359,MID 10,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 1 Storage Pooling Point | 251359,MID 10,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 1 Storage Pooling Point | 251359,MID 10,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 1 Storage Pooling Point | 251359,MID 10,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 1 Storage Pooling Point | 251359,MID 10,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Dumas Def. Delivery | 289650,MID 11,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Dumas Def. Delivery | 289650,MID 11,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Dumas Def. Delivery | 289650,MID 11,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Dumas Def. Delivery | 289650,MID 11,Fuel,1.48000,%         ,Zone to Zone,MID 15 - MID 11
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Dumas Def. Delivery | 289650,MID 11,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Dumas Def. Delivery | 289650,MID 11,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Dumas Def. Delivery | 289650,MID 11,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Beaver Compress Cimarron-Outlet | 78991,MID 12,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Beaver Compress Cimarron-Outlet | 78991,MID 12,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Beaver Compress Cimarron-Outlet | 78991,MID 12,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Beaver Compress Cimarron-Outlet | 78991,MID 12,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Beaver Compress Cimarron-Outlet | 78991,MID 12,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Beaver Compress Cimarron-Outlet | 78991,MID 12,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 12 Storage Pooling Point | 251381,MID 13,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 12 Storage Pooling Point | 251381,MID 13,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 12 Storage Pooling Point | 251381,MID 13,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 12 Storage Pooling Point | 251381,MID 13,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 12 Storage Pooling Point | 251381,MID 13,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 12 Storage Pooling Point | 251381,MID 13,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,ANR Greensburg Def Delivery | 312032,MID 14,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,ANR Greensburg Def Delivery | 312032,MID 14,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,ANR Greensburg Def Delivery | 312032,MID 14,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,ANR Greensburg Def Delivery | 312032,MID 14,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,ANR Greensburg Def Delivery | 312032,MID 14,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,ANR Greensburg Def Delivery | 312032,MID 14,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 14 Storage Pooling Point | 251386,MID 15,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 14 Storage Pooling Point | 251386,MID 15,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 14 Storage Pooling Point | 251386,MID 15,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 14 Storage Pooling Point | 251386,MID 15,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 14 Storage Pooling Point | 251386,MID 15,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 14 Storage Pooling Point | 251386,MID 15,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Garden City Def. Delivery | 492776,MID 16 A,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Garden City Def. Delivery | 492776,MID 16 A,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Garden City Def. Delivery | 492776,MID 16 A,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Garden City Def. Delivery | 492776,MID 16 A,Fuel,1.48000,%         ,Zone to Zone,MID 15 - MID 16A
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Garden City Def. Delivery | 492776,MID 16 A,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Garden City Def. Delivery | 492776,MID 16 A,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,CIG Garden City Def. Delivery | 492776,MID 16 A,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Barton Co. Cattle Feeders | 62554,MID 16 B,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Barton Co. Cattle Feeders | 62554,MID 16 B,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Barton Co. Cattle Feeders | 62554,MID 16 B,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Barton Co. Cattle Feeders | 62554,MID 16 B,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Barton Co. Cattle Feeders | 62554,MID 16 B,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Barton Co. Cattle Feeders | 62554,MID 16 B,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Electric Power Costs,0.00200,$/Dth     ,Zone Surcharge,MID 17 (Market Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Fuel,2.17000,%         ,Zone to Zone,MID 15 - MID 17
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Fuel,0.69000,%         ,Zone Surcharge,MID 17 (Market Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Demarc Def. - Delivery | 179796,MID 17,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,A. & M. Prestress Inc. | 59387,MID 2,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,A. & M. Prestress Inc. | 59387,MID 2,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,A. & M. Prestress Inc. | 59387,MID 2,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,A. & M. Prestress Inc. | 59387,MID 2,Fuel,2.61000,%         ,Zone to Zone,MID 15 - MID 2
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,A. & M. Prestress Inc. | 59387,MID 2,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,A. & M. Prestress Inc. | 59387,MID 2,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,A. & M. Prestress Inc. | 59387,MID 2,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Fuel,2.61000,%         ,Zone to Zone,MID 15 - MID 3
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Hpl/Rio Pecos Def. Delivery | 62999,MID 3,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Agua Blanca Pecos Co | 79398,MID 4,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Agua Blanca Pecos Co | 79398,MID 4,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Agua Blanca Pecos Co | 79398,MID 4,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Agua Blanca Pecos Co | 79398,MID 4,Fuel,2.61000,%         ,Zone to Zone,MID 15 - MID 4
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Agua Blanca Pecos Co | 79398,MID 4,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Agua Blanca Pecos Co | 79398,MID 4,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Agua Blanca Pecos Co | 79398,MID 4,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,El Paso/NNG Keystone | 169,MID 5,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,El Paso/NNG Keystone | 169,MID 5,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,El Paso/NNG Keystone | 169,MID 5,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,El Paso/NNG Keystone | 169,MID 5,Fuel,2.61000,%         ,Zone to Zone,MID 15 - MID 5
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,El Paso/NNG Keystone | 169,MID 5,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,El Paso/NNG Keystone | 169,MID 5,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,El Paso/NNG Keystone | 169,MID 5,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,DCP Eunice Golf Course Fuel | 62147,MID 6,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,DCP Eunice Golf Course Fuel | 62147,MID 6,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,DCP Eunice Golf Course Fuel | 62147,MID 6,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,DCP Eunice Golf Course Fuel | 62147,MID 6,Fuel,2.61000,%         ,Zone to Zone,MID 15 - MID 6
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,DCP Eunice Golf Course Fuel | 62147,MID 6,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,DCP Eunice Golf Course Fuel | 62147,MID 6,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,DCP Eunice Golf Course Fuel | 62147,MID 6,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Atmos Energy East System | 56234,MID 7,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Atmos Energy East System | 56234,MID 7,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Atmos Energy East System | 56234,MID 7,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Atmos Energy East System | 56234,MID 7,Fuel,2.61000,%         ,Zone to Zone,MID 15 - MID 7
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Atmos Energy East System | 56234,MID 7,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Atmos Energy East System | 56234,MID 7,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Atmos Energy East System | 56234,MID 7,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Antelope Station-Hale Co Def Del | 79049,MID 7B,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Antelope Station-Hale Co Def Del | 79049,MID 7B,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Antelope Station-Hale Co Def Del | 79049,MID 7B,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Antelope Station-Hale Co Def Del | 79049,MID 7B,Fuel,1.18000,%         ,Zone to Zone,MID 15 - MID 7B
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Antelope Station-Hale Co Def Del | 79049,MID 7B,Injection,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Antelope Station-Hale Co Def Del | 79049,MID 7B,Reservation,1.71400,$/Dth/mth ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Antelope Station-Hale Co Def Del | 79049,MID 7B,Withdrawal,0.01490,$/Dth     ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 7B Segmentation Point | 392173,MID 8,ACA,0.00130,$/Dth,System,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 7B Segmentation Point | 392173,MID 8,Electric Power Costs,0.00000,$/Dth     ,Zone Surcharge,Field (Entire Field Area)
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 7B Segmentation Point | 392173,MID 8,Fuel,1.87000,%         ,Storage,Entire System
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 7B Segmentation Point | 392173,MID 8,Fuel,1.48000,%         ,Zone to Zone,MID 15 - MID 8
Northern Natural Gas Company,07/01/2018,FDD,Daystar Interconnect | 78419,MID 15,Mid 7B Segmentation Point | 392173,MID 8,Injection,0.01490,$/Dth     ,Storage,Entire System
